諧聲序,形序,聲-明細,聲形-聲,聲形-形,字類,聲-明細',聲序,聲旁,反切-小韻首字,反切-原貌,反切-周祖謨校,反切-余迺永校,反切-覈校說明,字頭-原貌,字頭-周祖謨校,字頭-余迺永校,字頭-覈校說明,字頭-補,廣韻反切原貌(覈校前),廣韻反切(覈校後),上字,下字,廣韻字頭原貌(覈校前),廣韻字頭(覈校後),廣韻釋義,釋義補充,廣韻字序,切韻擬音(poem版),切韻拼音(poem版),聲紐,呼,等,韻部(調整後),聲調,組,攝,韻部調整說明,廣韻韻部順序,廣韻韻部原貌(調整前),韻部原貌-平上去入相配爲平(調整前),韻部原貌-相配爲平並標A/B類(調整前),小韻-擬音相同(poem版擬音),開合分析(果攝/寒桓/嚴凡/咍灰/遇攝/通攝/臻攝),開合分析(幫組-歌戈/寒桓/唐/泰/咍灰/魂/模/冬/東一),開合分析(幫組-陽/嚴凡/元/廢/鍾/東三/尤/虞/文/微）,A/B類分析(與各組聲紐撘配),中古拼音(polyhedron 版),現代廣州音理論音,粵聲,粵韻,粵調,現代北京音理論音,京聲,京韻,京調,廣韻頁序,頁內字序,小韻序,小韻內字序,全王本切韻-補字,全王本切韻-字數,全王本切韻-反切,裴本切韻-反切,裴本切韻-字序,裴本切韻-字數,裴本切韻-補字,玉篇-原本玉篇殘卷/篆隸萬象名義,玉篇-是否見於原本玉篇殘卷,玉篇-宋本玉篇,經典釋文-拼音(poem版),經典釋文-反切,合併-廣韻,合併-廣韻反切,合併-切韻擬音(poem版),合併-切韻拼音(poem版),合併-中古拼音(polyhedron 版),上字',上字-切韻拼音(poem版),上字-聲紐,上字-呼,上字-等,上字-韻部,上字-聲調,上字-組,上字-攝,下字',下字-切韻拼音(poem版),下字-聲紐,下字-呼,下字-等,下字-韻部,下字-聲調,下字-組,下字-攝,對比-聲紐(上字/被切字),對比-呼(下字/被切字)(不涉及幫組),對比-呼(幫組下字/其他組被切字),對比-等(下字/被切字),對比-韻部(下字/被切字),對比-韻部A/B類(來紐下字/幫見影三組被切字),對比-韻部A/B類(知組下字/幫見影三組被切字),對比韻部A/B類(其他組下字/幫見影三組被切字),上字-切韻擬音(poem版),上字-中古拼音(polyhedron 版),下字-切韻擬音(poem版),下字-中古拼音(polyhedron 版),建議替換爲,是否聲旁,是否次級聲旁,聲形析微,先秦韻部（引自余迺永的《上古音系研究》）,資料引用-其他版本的字頭
23897,165,剽,剽,馬,,剽,1242,𤐫,毗養,,,,,,,,,,毗養,毗養,毗,養,𩦠,𩦠,姓也毗養切一,,13348,bwjɒŋʔ,bwjoangq,並,合,三,陽,上,幫,宕,,上36,養,陽,陽,,,,幫組陽>合,,byangx,,,,,,,,,上41右,24,1830,1,,,,,,,,,,毗兩,,,毗養：姓也毗養切一,毗養,bwjɒŋʔ,bwjoangq,byangx,毗,bji,並,開,三,脂A,平,幫,止,養,yjoangq,以,開,三,陽,上,以,宕,,,,,,,,,bjɨj,bjii,jɒŋʔ,jangx,,,,,,𩦠
14453,200,湯,湯,艸,,湯,722,昜,徒朗,,,,,,,,,,徒朗,徒朗,徒,朗,蕩,蕩,大也又水名出湯陰又姓宋之公族也徒朗切十二,,13351,dɒŋʔ,doangq,定,開,一,唐,上,端,宕,,上37,蕩,唐,唐,,,,,,dangx,dong6,d,ong,6,dang4,d,ang,4,上41右,27,1832,1,,10,堂朗,堂朗,1,10,,,,達朗/湯,doangh/doangq/thoangq,徒浪1/大儻1/如字2/唐黨1/徒朗1/徒黨2/吐黨2/勑黨1,徒朗：大也又水名出湯陰又姓宋之公族也徒朗切十二/他浪：蒗蕩渠又土郎徒朗二切,徒朗/他浪,dɒŋʔ/thɒŋh,doangq/thoangh,dangx/thangh,徒,do,定,開,一,模,平,端,遇,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,do,do,lɒŋʔ,langx,,,,,,蕩
14494,98,桑,桑,頁,,桑,724,桑,蘇朗,,,,,,,,,,蘇朗,蘇朗,蘇,朗,顙,顙,頟也蘇朗切四,,13363,sɒŋʔ,soangq,心,開,一,唐,上,精,宕,,上37,蕩,唐,唐,,,,,,sangx,,,,,,,,,上41右,39,1833,1,,,蘇朗,顙,1,3,,息朗,,蘇朗,soangq,息蕩1/息黨7/桑朗1/桑蕩1/桑黨4/素黨4/蘇黨1,蘇朗：頟也蘇朗切四,蘇朗,sɒŋʔ,soangq,sangx,蘇,so,心,開,一,模,平,精,遇,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,so,so,lɒŋʔ,langx,,,,,,顙
13966,304,黃,黃,广,,廣,710,黃,古晃,,,,,,,,,,古晃,古晃,古,晃,廣,廣,大也闊也古晃切二,,13367,kwɒŋʔ,kwoangq,見,合,一,唐,上,見,宕,,上37,蕩,唐,唐,,,,,,kuangx,guong2,gu,ong,2,guang3,g,uang,3,上41右,43,1834,1,,1,古晃,古晃,1,1,,古晃/古曠,是,古晃/古曠,keng/kwoang/kwoangh/kwoangq,經1/光1/公曠1/古壙1/古曠43/光浪5/光曠4/如字3/依字1,古晃：大也闊也古晃切二,古晃,kwɒŋʔ,kwoangq,kuangx,古,koq,見,開,一,模,上,見,遇,晃,ghwoangq,匣,合,一,唐,上,影,宕,,,,,,,,,koʔ,kox,ɦwɒŋʔ,ghuangx,,,次級聲旁,,陽,廣
14140,216,旁,旁,木,,旁,715,方,北朗,,,,,,,,,,北朗,北朗,北,朗,榜,榜,木片北朗切六,,13369,pɒŋʔ,poangq,幫,開,一,唐,上,幫,宕,,上37,蕩,唐,唐,,,幫組唐>開,,,pangx,bong2,b,ong,2,bang3,b,ang,3,上41右,45,1835,1,,5,博朗,博朗,1,5,,補衡,,蒲萌/北孟,paingh,必孟1,薄庚：說文曰所以輔弓弩也又甫孟切/北朗：木片北朗切六/北孟：榜人船人也北孟切三,薄庚/北朗/北孟,bajŋ/pɒŋʔ/pajŋh,baing/poangq/paingh,brang/pangx/prangh,北,peok,幫,開,一,登,入,幫,曾,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,pɤk,pok,lɒŋʔ,langx,,,,,,榜
11932,165,且,且,馬,,且,614,且,子朗,,,,,,,,,,子朗,子朗,子,朗,駔,駔,會馬市人又牡馬也子朗切三,,13375,tsɒŋʔ,tsoangq,精,開,一,唐,上,精,宕,,上37,蕩,唐,唐,,,,,,cangx,,,,,,,,,上41左,3,1836,1,,1,子朗,子朗,1,1,,子朗,,在古/子朗,dzoq/tsoangq/tsoq,在魯1/子朗1/祖2,徂古：駿馬又祖朗切/子朗：會馬市人又牡馬也子朗切三,徂古/子朗,dzoʔ/tsɒŋʔ,dzoq/tsoangq,zox/cangx,子,tsjeq,精,開,三,之,上,精,止,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,tsjɨʔ,cix,lɒŋʔ,langx,,,,,,駔
14388,279,襄,襄,日,,曩,721,𤕦,奴朗,,,,,,,,,,奴朗,奴朗,奴,朗,曩,曩,久也奴朗切二,,13378,nɒŋʔ,noangq,泥,開,一,唐,上,端,宕,,上37,蕩,唐,唐,,,,,,nangx,,,,,,,,,上41左,6,1837,1,,1,奴朗,奴朗,1,1,,奴朗,,奴朗,noangq,乃朗1/乃蕩2/乃黨4/奴黨2,奴朗：久也奴朗切二,奴朗,nɒŋʔ,noangq,nangx,奴,no,泥,開,一,模,平,端,遇,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,no,no,lɒŋʔ,langx,,,次級聲旁,,,曩
13854,261,亢,亢,水,,亢,707,亢,胡朗,,,,,,,,,,胡朗,胡朗,胡,朗,沆,沆,沆瀣氣也胡朗切六,,13380,ɦɒŋʔ,ghoangq,匣,開,一,唐,上,影,宕,,上37,蕩,唐,唐,,,,,,ghangx,,,,,,,,,上41左,8,1838,1,,2,胡朗,胡朗,1,2,,何黨,,何黨,ghoangq,戶黨1/胡黨1,胡郎：渡也又胡朗切/胡朗：沆瀣氣也胡朗切六,胡郎/胡朗,ɦɒŋ/ɦɒŋʔ,ghoang/ghoangq,ghang/ghangx,胡,gho,匣,開,一,模,平,影,遇,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,ɦo,gho,lɒŋʔ,langx,,,,,,沆
14310,279,黨,黨,日,,黨,720,尚,他朗,,,,,,,,,,他朗,他朗,他,朗,曭,曭,日不明他朗切十二,,13386,thɒŋʔ,thoangq,透,開,一,唐,上,端,宕,,上37,蕩,唐,唐,,,,,,thangx,,,,,,,,,上41左,14,1839,1,,7,他朗,他朗,1,6,,他朗,,他朗,,,他朗：日不明他朗切十二,他朗,thɒŋʔ,thoangq,thangx,他,thoa,透,開,一,歌,平,端,果,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,thɒ,tha,lɒŋʔ,langx,,,,,,曭
14162,166,茻,茻,犬,,莽,716,茻,模朗,,,,,,,,,,模朗,模朗,模,朗,莽,莽,草莽說文曰南昌謂犬善逐兔於艸中爲莽又姓前漢反者馬何羅後漢明德馬后恥與同宗改爲莽氏模朗切又莫古切十,,13398,mɒŋʔ,moangq,明,開,一,唐,上,幫,宕,,上37,蕩,唐,唐,,,幫組唐>開,,,mangx,mong5,m,ong,5,mang3,m,ang,3,上41左,26,1840,1,,7,莫朗,莫朗,1,7,,無黨,,無黨,moang/moangh/moangq/moq,莫郎1/莫浪1/亡蕩1/亡黨2/如字1/武黨1/冥黨1/莫朗1/莫蕩5/莫古1,莫補：宿草又音蟒/模朗：草莽說文曰南昌謂犬善逐兔於艸中爲莽又姓前漢反者馬何羅後漢明德馬后恥與同宗改爲莽氏模朗切又莫古切十/莫厚：草莽,莫補/模朗/莫厚,moʔ/mɒŋʔ/mowʔ,moq/moangq/mouq,mox/mangx/mux,模,mo,明,開,一,模,平,幫,遇,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,mo,mo,lɒŋʔ,langx,,,次級聲旁,,魚,莽
14296,7,尚,尚,黑,,黨,720,尚,多朗,,,,,,,,,,多朗,多朗,多,朗,黨,黨,釋名曰五百家爲黨黨長也一聚所尊長也又輩也美也累也說文曰不鮮也多朗切五,,13408,tɒŋʔ,toangq,端,開,一,唐,上,端,宕,,上37,蕩,唐,唐,,,,,,tangx,dong2,d,ong,2,dang3,d,ang,3,上41左,36,1841,1,,4,德朗,德朗,1,5,5䣊,丁朗,,丁朗,tcjoangq,掌4,多朗：釋名曰五百家爲黨黨長也一聚所尊長也又輩也美也累也說文曰不鮮也多朗切五,多朗,tɒŋʔ,toangq,tangx,多,toa,端,開,一,歌,平,端,果,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,tɒ,ta,lɒŋʔ,langx,,,次級聲旁,,陽,黨
14029,280,良,良,月,,良,713,良,盧黨,,,,,,,,,,盧黨,盧黨,盧,黨,朗,朗,明也亦姓出姓苑盧黨切七,,13413,lɒŋʔ,loangq,來,開,一,唐,上,來,宕,,上37,蕩,唐,唐,,,,,,langx,long5,l,ong,5,lang3,l,ang,3,上41左,41,1842,1,,2,盧黨,盧黨,1,2,,力儻,,力儻,,,盧黨：明也亦姓出姓苑盧黨切七,盧黨,lɒŋʔ,loangq,langx,盧,lo,來,開,一,模,平,來,遇,黨,toangq,端,開,一,唐,上,端,宕,,,,,,,,,lo,lo,tɒŋʔ,tangx,,,,,,朗
13906,288,央,央,土,,央,709,央,烏朗,,,,,,,,,,烏朗,烏朗,烏,朗,坱,坱,塵埃也烏朗切十,,13420,ʔɒŋʔ,qoangq,影,開,一,唐,上,影,宕,,上37,蕩,唐,唐,,,,,,qangx,,,,,,,,,上41左,48,1843,1,,6,烏朗,烏朗,1,6,,烏黨,,烏朗/烏堂,,,烏朗：塵埃也烏朗切十,烏朗,ʔɒŋʔ,qoangq,qangx,烏,qo,影,開,一,模,平,影,遇,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,ʔo,qo,lɒŋʔ,langx,,,,,,坱
14552,37,康,康,心,,康,728,庚,苦朗,,,,,,,,,,苦朗,苦朗,苦,朗,慷,慷,慷慨竭誠也苦朗切七,,13430,khɒŋʔ,khoangq,溪,開,一,唐,上,見,宕,,上37,蕩,唐,唐,,,,,,khangx,hong2,h,ong,2,kang1,k,ang,1,上42右,5,1844,1,,3,苦朗,苦朗,1,3,,,,苦莽,,,苦朗：慷慨竭誠也苦朗切七,苦朗,khɒŋʔ,khoangq,khangx,苦,khoq,溪,開,一,模,上,見,遇,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,khoʔ,khox,lɒŋʔ,langx,,,,,,慷
14754,261,枉,枉,水,,枉,741,王,烏晃,,,,,,,,,,烏晃,烏晃,烏,晃,㳹,㳹,大水烏晃切二,,13437,ʔwɒŋʔ,qwoangq,影,合,一,唐,上,影,宕,,上37,蕩,唐,唐,,,,,,quangx,,,,,,,,,上42右,12,1845,1,,1,烏晃,烏晃,1,1,,烏晃/於晃,,於晃,,,烏晃：大水烏晃切二,烏晃,ʔwɒŋʔ,qwoangq,quangx,烏,qo,影,開,一,模,平,影,遇,晃,ghwoangq,匣,合,一,唐,上,影,宕,,,,,,,,,ʔo,qo,ɦwɒŋʔ,ghuangx,,,,,,㳹
14674,279,光,光,日,,晃,739,光,胡廣,,,,,,,,,,胡廣,胡廣,胡,廣,晃,晃,明也暉也光也亦作晄胡廣切七,,13439,ɦwɒŋʔ,ghwoangq,匣,合,一,唐,上,影,宕,,上37,蕩,唐,唐,,,,,,ghuangx,fong2,f,ong,2,huang4,h,uang,4,上42右,14,1846,1,,6,胡廣,胡廣,1,5,,胡廣,,乎廣/乎廣,,,胡廣：明也暉也光也亦作晄胡廣切七,胡廣,ɦwɒŋʔ,ghwoangq,ghuangx,胡,gho,匣,開,一,模,平,影,遇,廣,kwoangq,見,合,一,唐,上,見,宕,,,,,,,,,ɦo,gho,kwɒŋʔ,kuangx,,,次級聲旁,,,晃
14128,111,旁,旁,骨,,旁,715,方,匹朗,,,,,,,,,,匹朗,匹朗,匹,朗,髈,髈,髀吳人云髈匹朗切二,,13446,phɒŋʔ,phoangq,滂,開,一,唐,上,幫,宕,,上37,蕩,唐,唐,,,幫組唐>開,,,phangx,,,,,,,,,上42右,21,1847,1,,2,普朗,普朗,1,1,,蒲郎,,浦朗/旁,,,步光：上同/匹朗：髀吳人云髈匹朗切二,步光/匹朗,bɒŋ/phɒŋʔ,boang/phoangq,bang/phangx,匹,phjit,滂,開,三,真A,入,幫,臻,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,phjɨt,phjit,lɒŋʔ,langx,,,,,,髈
14230,37,荒,荒,心,,荒,717,亡,呼晃,,,,,,,,,,呼晃,呼晃,呼,晃,慌,慌,戃慌呼晃切七,,13448,hwɒŋʔ,hwoangq,曉,合,一,唐,上,影,宕,,上37,蕩,唐,唐,,,,,,huangx,fong1,f,ong,1,huang1,h,uang,1,上42右,23,1848,1,,4,虎晃,虎晃,1,4,,呼晃,,呼愰,hwjoangq/hwoang,況往1/荒1,呼晃：戃慌呼晃切七,呼晃,hwɒŋʔ,hwoangq,huangx,呼,ho,曉,開,一,模,平,影,遇,晃,ghwoangq,匣,合,一,唐,上,影,宕,,,,,,,,,ho,ho,ɦwɒŋʔ,ghuangx,,,,,,慌
13871,366,亢,亢,鹵,,亢,707,亢,各朗,,,,,,,,,,各朗,各朗,各,朗,䴚,䴚,鹽澤也各朗切四,,13455,kɒŋʔ,koangq,見,開,一,唐,上,見,宕,,上37,蕩,唐,唐,,,,,,kangx,,,,,,,,,上42右,30,1849,1,,1,各朗,各朗,1,2,,,,各黨,,,各朗：鹽澤也各朗切四,各朗,kɒŋʔ,koangq,kangx,各,koak,見,開,一,唐,入,見,宕,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,kɒk,kak,lɒŋʔ,langx,,,,,,䴚
14533,165,卬,卬,馬,,卬,727,卬,五朗,,,,,,,,,,五朗,五朗,五,朗,䭹,䭹,馬怒驚驡䭹也五朗切一,,13459,ŋɒŋʔ,ngoangq,疑,開,一,唐,上,見,宕,,上37,蕩,唐,唐,,,,,,ngangx,,,,,,,,,上42右,34,1850,1,,,,,,,,五唐,,五唐/五浪/五朗,,,五剛：千里駒說文又五浪切䭹䭹馬怒皃/五朗：馬怒驚驡䭹也五朗切一/五浪：馬怒又五郎五朗二切,五剛/五朗/五浪,ŋɒŋ/ŋɒŋʔ/ŋɒŋh,ngoang/ngoangq/ngoangh,ngang/ngangx/ngangh,五,ngoq,疑,開,一,模,上,見,遇,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,ŋoʔ,ngox,lɒŋʔ,langx,,,,,,䭹
15082,133,壯,壯,大,,壯,764,爿,徂朗,,,,,,,,,,徂朗,徂朗,徂,朗,奘,奘,大也徂朗切一,,13460,dzɒŋʔ,dzoangq,從,開,一,唐,上,精,宕,,上37,蕩,唐,唐,,,,,,zangx,zong6,z,ong,6,zang4,z,ang,4,上42右,35,1851,1,,1,在朗,在朗,1,1,,在朗,,昨朗,dzoangq,徂朗1,徂朗：大也徂朗切一/徂浪：說文曰駔大也,徂朗/徂浪,dzɒŋʔ/dzɒŋh,dzoangq/dzoangh,zangx/zangh,徂,dzo,從,開,一,模,平,精,遇,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,dzo,zo,lɒŋʔ,langx,,,,,,奘
14480,200,倉,倉,艸,,倉,723,倉,麁朗,,,,,,,,,,麁朗,麁朗,麁,朗,蒼,蒼,莽蒼麁朗切一,,13461,tshɒŋʔ,tshoangq,清,開,一,唐,上,精,宕,,上37,蕩,唐,唐,,,,,,changx,,,,,,,,,上42右,36,1852,1,,,,,,,,厝狼,,七狼,tshoang/tshoangq,且剛1/如字1/采郎1/七蕩1,七岡：蒼色也又姓漢江夏太守蒼英/麁朗：莽蒼麁朗切一,七岡/麁朗,tshɒŋ/tshɒŋʔ,tshoang/tshoangq,chang/changx,麁,tsho,清,開,一,模,平,精,遇,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,tsho,cho,lɒŋʔ,langx,,,,,,蒼
10551,261,午,午,水,,午,550,午,呼朗,,,,,,,,,,呼朗,呼朗,呼,朗,汻,汻,姓今涇州有之呼朗切三,,13462,hɒŋʔ,hoangq,曉,開,一,唐,上,影,宕,,上37,蕩,唐,唐,,,,,,hangx,,,,,,,,,上42右,37,1853,1,,,,,,,,呼古,,呼古,,,呼朗：姓今涇州有之呼朗切三,呼朗,hɒŋʔ,hoangq,hangx,呼,ho,曉,開,一,模,平,影,遇,朗,loangq,來,開,一,唐,上,來,宕,,,,,,,,,ho,ho,lɒŋʔ,langx,,,,,,汻
13971,37,廣,廣,心,,廣,710,黃,丘晃,,,,,㢜,懬,懬,校,,丘晃,丘晃,丘,晃,㢜,懬,大也寬也怨也丘晃切三,,13465,khwɒŋʔ,khwoangq,溪,合,一,唐,上,見,宕,,上37,蕩,唐,唐,,,,,,khuangx,,,,,,,,,上42右,40,1854,1,,,,,,,,口浪,,口朗/苦謗/口朗/苦謗,kwaingq,獷1,苦朗：大也又丘廣切說文又口謗切/丘晃：大也寬也怨也丘晃切三,苦朗/丘晃,khɒŋʔ/khwɒŋʔ,khoangq/khwoangq,khangx/khuangx,丘,khjou,溪,開,三,尤,平,見,流,晃,ghwoangq,匣,合,一,唐,上,影,宕,,,,,,,,,khjɤw,khiu,ɦwɒŋʔ,ghuangx,,,,,,懬
14628,216,更,更,木,,更,736,更,古杏,,,,,,,,,,古杏,古杏,古,杏,梗,梗,梗直也又桔梗藥名古杏切九,,13468,kajŋʔ,kaingq,見,開,二,庚,上,見,梗,,上38,梗,庚,庚,,,,,,krangx,geng2,g,eng,2,geng3,g,eng,3,上42右,43,1855,1,a𦵸,8,古杏,,,,,柯杏,,柯杏,kaingq/khoangh,古杏4/古猛2/更猛2/亢1,古杏：梗直也又桔梗藥名古杏切九,古杏,kajŋʔ,kaingq,krangx,古,koq,見,開,一,模,上,見,遇,杏,ghaingq,匣,開,二,庚,上,影,梗,,,,,,,,,koʔ,kox,ɦajŋʔ,ghrangx,,,,,,梗
14833,,丙,,丙,整體,丙,747,丙,兵永,,,,,,,,,,兵永,兵永,兵,永,丙,丙,辰名爾雅云太歲在丙曰柔兆又光也明也又姓風俗通云齊有大夫丙歜兵永切九,,13477,pjajŋʔ,peengq,幫,開,三,庚,上,幫,梗,,上38,梗,庚,庚,,,,,,piengx,bing2,b,ing,2,bing3,b,ing,3,上42右,52,1856,1,a抦,7,兵永,,,,,碑囧,,兵皿,,,兵永：辰名爾雅云太歲在丙曰柔兆又光也明也又姓風俗通云齊有大夫丙歜兵永切九,兵永,pjajŋʔ,peengq,piengx,兵,peeng,幫,開,三,庚,平,幫,梗,永,ghweengq,云,合,三,庚,上,影,梗,,,,,,,,,pjajŋ,pieng,ɦwjajŋʔ,yengx,,聲旁,次級聲旁,,陽,丙
15806,27,敬,敬,言,,敬,790,敬,居影,,,,,,,,,,居影,居影,居,影,警,警,寤也戒也居影切八,,13486,kjajŋʔ,keengq,見,開,三,庚,上,見,梗,,上38,梗,庚,庚,,,,,,kiengx,ging2,g,ing,2,jing3,j,ing,3,上42左,9,1857,1,,7,几影,,,,,居影,是,居影,keengq,京領6/居領6/景16,居影：寤也戒也居影切八,居影,kjajŋʔ,keengq,kiengx,居,kjoo,見,開,三,魚,平,見,遇,影,qeengq,影,開,三,庚,上,影,梗,,,,,,,,,kjɔ,kio,ʔjajŋʔ,qiengx,,,,,,警
14713,337,景,景,彡,,景,740,京,於丙,,,,,,,,,,於丙,於丙,於,丙,影,影,形影於丙切八,,13494,ʔjajŋʔ,qeengq,影,開,三,庚,上,影,梗,,上38,梗,庚,庚,,,,,,qiengx,ying2,y,ing,2,ying3,y,ing,3,上42左,17,1858,1,,4,於丙,,,,,於景,,於景,,,於丙：形影於丙切八,於丙,ʔjajŋʔ,qeengq,qiengx,於,qjoo,影,開,三,魚,平,影,遇,丙,peengq,幫,開,三,庚,上,幫,梗,,,,,,,,,ʔjɔ,qio,pjajŋʔ,piengx,,,,,,影
15760,208,省,,屮目,會意,省,787,生,所景,,,,,,,,,,所景,所景,所,景,省,省,省署漢書曰舊名禁中避元后諱改爲省中又姓左傳宋大夫省臧所景切又息井切九,,13502,ʂjajŋʔ,sreengq,生,開,三,庚,上,莊,梗,,上38,梗,庚,庚,,,,,,sriengx,sang2,s,ang,2,sheng3,sh,eng,3,上42左,25,1859,1,,5,所景,,,,,思井,,思井/所景,sjeengq/sjeenq/sreangq/sreengq,先郢1/西頂1/昔井1/息井4/息靖1/悉井7/仙淺1/仙善1/思淺1/息典1/所幸3/疏幸1/生領1/色景2/色領2/所景40/所領3,所景：省署漢書曰舊名禁中避元后諱改爲省中又姓左傳宋大夫省臧所景切又息井切九/息井：察也審也息井切六,所景/息井,ʂjajŋʔ/sjɛŋʔ,sreengq/sjeengq,sriengx/siengx,所,srjooq,生,開,三,魚,上,莊,遇,景,keengq,見,開,三,庚,上,見,梗,,,,,,,,,ʂjɔʔ,sriox,kjajŋʔ,kiengx,,,次級聲旁,眚（⿱生目）、省（⿱屮目）不同；民、直（⿰𠃊⿱(十目)）、省（⿱屮目）可相參照,耕,省
13995,270,永,,永,整體,永,711,永,于憬,,,,,,,,,,于憬,于憬,于,憬,永,永,長也引也遠也遐也亦姓出何氏姓苑于憬切二,,13511,ɦwjajŋʔ,ghweengq,云,合,三,庚,上,影,梗,,上38,梗,庚,庚,,,,,,yengx,wing5,w,ing,5,yiong3,y,iong,3,上42左,34,1860,1,,1,榮丙,,,,,爲囧,,于丙,ghweengh/ghweengq,詠1/如字1,于憬：長也引也遠也遐也亦姓出何氏姓苑于憬切二,于憬,ɦwjajŋʔ,ghweengq,yengx,于,ghwjo,云,合,三,虞,平,影,遇,憬,kweengq,見,合,三,庚,上,見,梗,,,,,,,,,ɦwjo,yo,kwjajŋʔ,kyengx,,聲旁,次級聲旁,永𠂢可相參照，𠂢爲反永；擬爲kw-類,陽,永
14800,200,兄,兄,艸,,兄,742,兄,許永,,,,,,,,,,許永,許永,許,永,𦬺,𦬺,小風許永切一,,13513,hwjajŋʔ,hweengq,曉,合,三,庚,上,影,梗,,上38,梗,庚,庚,,,,,,hyengx,,,,,,,,,上42左,36,1861,1,,,,,,,,盱往,,許往/許永,,,許永：小風許永切一,許永,hwjajŋʔ,hweengq,hyengx,許,hjooq,曉,開,三,魚,上,影,遇,永,ghweengq,云,合,三,庚,上,影,梗,,,,,,,,,hjɔʔ,hiox,ɦwjajŋʔ,yengx,,,,,,𦬺
14856,382,皿,,皿,整體,皿,750,皿,武永,,,,,,,,,,武永,武永,武,永,皿,皿,器皿武永切三,,13514,mjajŋʔ,meengq,明,開,三,庚,上,幫,梗,,上38,梗,庚,庚,,,,,,miengx,ming5,m,ing,5,ming3,m,ing,3,上42左,37,1862,1,,3,武永,,,,,明丙,,明丙,maingq/meengq,猛5/命景2/武景1,武永：器皿武永切三,武永,mjajŋʔ,meengq,miengx,武,mwjoq,明,合,三,虞,上,幫,遇,永,ghweengq,云,合,三,庚,上,影,梗,,,,,,,,,mwjoʔ,myox,ɦwjajŋʔ,yengx,,聲旁,次級聲旁,,陽,皿
14708,37,景,景,心,,景,740,京,俱永,,,,,,,,,,俱永,俱永,俱,永,憬,憬,遠也俱永切六,,13517,kwjajŋʔ,kweengq,見,合,三,庚,上,見,梗,,上38,梗,庚,庚,,,,,,kyengx,ging2,g,ing,2,jing3,j,ing,3,上42左,40,1863,1,,4,舉永,,,,,几永,,几永,keengq/khweengq/kweengq,景1/孔永1/九永1,俱永：遠也俱永切六,俱永,kwjajŋʔ,kweengq,kyengx,俱,kwjo,見,合,三,虞,平,見,遇,永,ghweengq,云,合,三,庚,上,影,梗,,,,,,,,,kwjo,kyo,ɦwjajŋʔ,yengx,,,,,,憬
13875,216,杏,,木口,會意,杏,708,杏,何梗,,,,,,,,,,何梗,何梗,何,梗,杏,杏,果名廣志曰滎陽有白杏鄴有赤杏黃杏何梗切三,,13523,ɦajŋʔ,ghaingq,匣,開,二,庚,上,影,梗,,上38,梗,庚,庚,,,,,,ghrangx,heng6,h,eng,6,xing4,x,ing,4,上42左,46,1864,1,,2,何梗,,,,,遐梗,,胡梗,ghaingh/ghaingq,戶孟1/戶猛3,何梗：果名廣志曰滎陽有白杏鄴有赤杏黃杏何梗切三,何梗,ɦajŋʔ,ghaingq,ghrangx,何,ghoa,匣,開,一,歌,平,影,果,梗,kaingq,見,開,二,庚,上,見,梗,,,,,,,,,ɦɒ,gha,kajŋʔ,krangx,,聲旁,次級聲旁,,陽,杏
14861,166,孟,孟,犬,,孟,750,皿,莫杏,莫幸,莫杏,莫杏,校,,,,,,莫幸,莫杏,莫,杏,猛,猛,勇猛又嚴也害也惡也亦姓左傳宋大夫猛獲之後莫杏切六,,13526,majŋʔ,maingq,明,開,二,庚,上,幫,梗,,上38,梗,庚,庚,,,,,,mrangx,mang5,m,ang,5,meng3,m,eng,3,上42左,49,1865,1,a鼆,7,莫杏,,,,,莫梗,,麻獷,,,莫杏：勇猛又嚴也害也惡也亦姓左傳宋大夫猛獲之後莫杏切六,莫杏,majŋʔ,maingq,mrangx,莫,moak,明,開,一,唐,入,幫,宕,杏,ghaingq,匣,開,二,庚,上,影,梗,,,,,,,,,mɒk,mak,ɦajŋʔ,ghrangx,,,,,,猛
